Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
42-03,,205,4454,2607,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,414,235,597
42-03,,205,4454,2607,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,582,346,839
42-03,,205,4454,2607,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,189,106,237
42-03,,205,4454,2607,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,369,225,631
42-03,,205,4454,2607,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,449,251,508
42-03,,205,4454,2607,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,364,221,508
42-03,,205,4454,2607,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,439,249,607
42-03,,205,4454,2607,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,192,NO,,C,137,102,236
42-03,,205,4454,2607,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,705,391,951
42-03,,205,4454,2607,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,317,198,463
42-03,,205,4454,2607,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,511,291,706
42-03,,205,4454,2607,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,233,144,372
42-03,,205,4454,2607,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,197,YES,,C,592,345,788
42-03,,205,4454,2607,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,198,NO,,C,266,159,374
42-03,,205,4454,2607,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,199,YES,,C,535,324,759
42-03,,205,4454,2607,1,84,HONOLULU: Affordable Housing Fund,,200,NO,,C,265,158,367
42-03,,205,4454,2607,1,84,HONOLULU: Affordable Housing Fund,,201,YES,,C,560,330,790
42-03,,205,4454,2607,1,85,HONOLULU: City Infrastructure Long Term Plans,,202,NO,,C,107,64,149
42-03,,205,4454,2607,1,85,HONOLULU: City Infrastructure Long Term Plans,,203,YES,,C,726,426,1011
42-03,,205,4454,2607,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,204,NO,,C,383,201,469
42-03,,205,4454,2607,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,205,YES,,C,450,288,684
42-03,,205,4454,2607,1,87,HONOLULU: Department of Land Management,,206,NO,,C,419,219,591
42-03,,205,4454,2607,1,87,HONOLULU: Department of Land Management,,207,YES,,C,398,265,552
42-03,,205,4454,2607,1,88,HONOLULU: Honolulu Zoo Fund,,208,NO,,C,393,223,574
42-03,,205,4454,2607,1,88,HONOLULU: Honolulu Zoo Fund,,209,YES,,C,442,266,595
42-03,,205,4454,2607,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,210,NO,,C,465,260,671
42-03,,205,4454,2607,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,211,YES,,C,334,219,458
42-03,,205,4454,2607,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,212,NO,,C,345,185,438
42-03,,205,4454,2607,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,213,YES,,C,466,296,707
42-03,,205,4454,2607,1,91,HONOLULU: Review of Boards and Commissions,,214,NO,,C,146,87,239
42-03,,205,4454,2607,1,91,HONOLULU: Review of Boards and Commissions,,215,YES,,C,682,399,913
42-03,,205,4454,2607,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,216,NO,,C,406,235,585
42-03,,205,4454,2607,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,217,YES,,C,392,241,534
42-03,,205,4454,2607,1,93,HONOLULU: Special Election Time Extension,,218,NO,,C,386,231,568
42-03,,205,4454,2607,1,93,HONOLULU: Special Election Time Extension,,219,YES,,C,440,255,576
42-03,,205,4454,2607,1,94,HONOLULU: Term Limits for City Offices,,220,NO,,C,579,287,710
42-03,,205,4454,2607,1,94,HONOLULU: Term Limits for City Offices,,221,YES,,C,245,199,444
42-03,,205,4454,2607,1,95,HONOLULU: Departmental Design and Construction Projects,,222,NO,,C,237,154,363
42-03,,205,4454,2607,1,95,HONOLULU: Departmental Design and Construction Projects,,223,YES,,C,569,328,766
42-03,,205,4454,2607,1,96,HONOLULU: Signing Delegation by Mayor,,224,NO,,C,473,271,745
42-03,,205,4454,2607,1,96,HONOLULU: Signing Delegation by Mayor,,225,YES,,C,354,216,411
42-03,,205,4454,2607,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,226,NO,,C,273,169,398
42-03,,205,4454,2607,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,227,YES,,C,554,319,767
42-03,,205,4454,2607,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,228,NO,,C,548,305,718
42-03,,205,4454,2607,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,229,YES,,C,250,177,412
42-03,,205,4454,2607,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,230,NO,,C,124,90,201
42-03,,205,4454,2607,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,231,YES,,C,662,386,908
43-01,,206,238,130,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,2,0,0
43-01,,206,238,130,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,4,0,0
43-01,,206,238,130,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,57,1,0
43-01,,206,238,130,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,59,4,0
43-01,,206,238,130,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,0,0,0
43-01,,206,238,130,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,0,0
43-01,,206,238,130,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,4,1,0
43-01,,206,238,130,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,65,3,0
43-01,,206,238,130,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,4,1,0
43-01,,206,238,130,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,47,0,0
43-01,,206,238,130,1,3,"U.S. Representative, Dist I",,11,"(D) HANABUSA, Colleen Wakako",,C,74,4,0
43-01,,206,238,130,1,3,"U.S. Representative, Dist I",,12,"(L) YIM, Alan J.K.",,C,1,0,0
43-01,,206,238,130,1,3,"U.S. Representative, Dist I",,13,"(N) GRIFFIN, Calvin (G)",,C,1,0,0
43-01,,206,238,130,1,3,"U.S. Representative, Dist I",,14,"(R) OSTROV, Shirlene D. (Shirl)",,C,41,1,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,15,"(D) CROSS, Peter",,C,1,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,16,"(D) HANABUSA, Colleen Wakako",,C,68,4,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,17,"(D) KIM, Howard",,C,3,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,18,"(L) YIM, Alan J.K.",,C,3,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,19,"(N) GRIFFIN, Calvin C. (G)",,C,1,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,20,"(N) PERRY, Yvonne",,C,0,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,21,"(R) OSTROV, Shirlene DelaCruz",,C,38,1,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,22,"(D) KAAIHUE, Angela Aulani",,C,2,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,23,"(D) OCASIO, Javier",,C,0,0,0
43-01,,206,238,130,1,4,"U.S. Representative, Dist I Vacancy",,24,"(N) PLOTZENEDER, Peter H.",,C,0,0,0
43-01,,206,238,130,1,41,"State Representative, Dist 43",,103,"(D) ELI, Stacelynn K.M.",,C,31,2,0
43-01,,206,238,130,1,41,"State Representative, Dist 43",,104,"(R) TUPOLA, Andria",,C,88,3,0
43-01,,206,238,130,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,64,3,0
43-01,,206,238,130,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,42,2,0
43-01,,206,238,130,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,55,2,0
43-01,,206,238,130,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,53,3,0
43-01,,206,238,130,1,60,"Mayor, City and County of Honolulu",,152,"CALDWELL, Kirk",,C,60,4,0
43-01,,206,238,130,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,64,1,0
43-01,,206,238,130,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,84,4,0
43-01,,206,238,130,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,29,1,0
43-01,,206,238,130,1,64,"Councilmember, Dist IX",,160,"MENOR, Ron",,C,91,4,0
43-01,,206,238,130,1,64,"Councilmember, Dist IX",,161,"SVRCINA, Emil",,C,23,1,0
43-01,,206,238,130,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,54,5,0
43-01,,206,238,130,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,62,0,0
43-01,,206,238,130,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,63,3,0
43-01,,206,238,130,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,53,2,0
43-01,,206,238,130,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,192,NO,,C,19,0,0
43-01,,206,238,130,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,99,5,0
43-01,,206,238,130,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,48,2,0
43-01,,206,238,130,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,68,3,0
43-01,,206,238,130,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,40,2,0
43-01,,206,238,130,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,197,YES,,C,77,3,0
43-01,,206,238,130,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,198,NO,,C,32,1,0
43-01,,206,238,130,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,199,YES,,C,80,4,0
43-01,,206,238,130,1,84,HONOLULU: Affordable Housing Fund,,200,NO,,C,31,1,0
43-01,,206,238,130,1,84,HONOLULU: Affordable Housing Fund,,201,YES,,C,85,4,0
43-01,,206,238,130,1,85,HONOLULU: City Infrastructure Long Term Plans,,202,NO,,C,19,0,0
43-01,,206,238,130,1,85,HONOLULU: City Infrastructure Long Term Plans,,203,YES,,C,98,5,0
43-01,,206,238,130,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,204,NO,,C,52,1,0
43-01,,206,238,130,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,205,YES,,C,64,4,0
43-01,,206,238,130,1,87,HONOLULU: Department of Land Management,,206,NO,,C,60,1,0
43-01,,206,238,130,1,87,HONOLULU: Department of Land Management,,207,YES,,C,56,4,0
43-01,,206,238,130,1,88,HONOLULU: Honolulu Zoo Fund,,208,NO,,C,46,2,0
43-01,,206,238,130,1,88,HONOLULU: Honolulu Zoo Fund,,209,YES,,C,72,3,0
43-01,,206,238,130,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,210,NO,,C,67,2,0
43-01,,206,238,130,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,211,YES,,C,46,3,0
43-01,,206,238,130,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,212,NO,,C,38,1,0
43-01,,206,238,130,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,213,YES,,C,77,4,0
43-01,,206,238,130,1,91,HONOLULU: Review of Boards and Commissions,,214,NO,,C,23,2,0
43-01,,206,238,130,1,91,HONOLULU: Review of Boards and Commissions,,215,YES,,C,94,3,0
43-01,,206,238,130,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,216,NO,,C,51,4,0
43-01,,206,238,130,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,217,YES,,C,64,1,0
43-01,,206,238,130,1,93,HONOLULU: Special Election Time Extension,,218,NO,,C,45,5,0
43-01,,206,238,130,1,93,HONOLULU: Special Election Time Extension,,219,YES,,C,71,0,0
43-01,,206,238,130,1,94,HONOLULU: Term Limits for City Offices,,220,NO,,C,72,3,0
43-01,,206,238,130,1,94,HONOLULU: Term Limits for City Offices,,221,YES,,C,46,2,0
43-01,,206,238,130,1,95,HONOLULU: Departmental Design and Construction Projects,,222,NO,,C,40,3,0
43-01,,206,238,130,1,95,HONOLULU: Departmental Design and Construction Projects,,223,YES,,C,76,2,0
43-01,,206,238,130,1,96,HONOLULU: Signing Delegation by Mayor,,224,NO,,C,71,3,0
43-01,,206,238,130,1,96,HONOLULU: Signing Delegation by Mayor,,225,YES,,C,47,2,0
43-01,,206,238,130,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,226,NO,,C,38,2,0
43-01,,206,238,130,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,227,YES,,C,78,3,0
43-01,,206,238,130,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,228,NO,,C,63,3,0
43-01,,206,238,130,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,229,YES,,C,46,2,0
43-01,,206,238,130,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,230,NO,,C,16,1,0
43-01,,206,238,130,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,231,YES,,C,93,4,0
43-02,,207,728,283,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,2,1,2
43-02,,207,728,283,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,5,0,5
43-02,,207,728,283,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,22,15,52
43-02,,207,728,283,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,68,37,69
43-02,,207,728,283,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,0,0,1
43-02,,207,728,283,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,5,0,3
43-02,,207,728,283,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,2,3,5
43-02,,207,728,283,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,71,33,78
43-02,,207,728,283,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,2,2,3
43-02,,207,728,283,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,14,13,40
43-02,,207,728,283,1,3,"U.S. Representative, Dist I",,11,"(D) HANABUSA, Colleen Wakako",,C,73,36,87
43-02,,207,728,283,1,3,"U.S. Representative, Dist I",,12,"(L) YIM, Alan J.K.",,C,0,0,8
43-02,,207,728,283,1,3,"U.S. Representative, Dist I",,13,"(N) GRIFFIN, Calvin (G)",,C,1,2,1
43-02,,207,728,283,1,3,"U.S. Representative, Dist I",,14,"(R) OSTROV, Shirlene D. (Shirl)",,C,19,13,32
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,15,"(D) CROSS, Peter",,C,3,0,4
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,16,"(D) HANABUSA, Colleen Wakako",,C,56,30,71
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,17,"(D) KIM, Howard",,C,5,1,6
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,18,"(L) YIM, Alan J.K.",,C,0,0,5
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,19,"(N) GRIFFIN, Calvin C. (G)",,C,1,1,0
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,20,"(N) PERRY, Yvonne",,C,0,0,1
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,21,"(R) OSTROV, Shirlene DelaCruz",,C,19,12,35
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,22,"(D) KAAIHUE, Angela Aulani",,C,5,5,6
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,23,"(D) OCASIO, Javier",,C,1,1,1
43-02,,207,728,283,1,4,"U.S. Representative, Dist I Vacancy",,24,"(N) PLOTZENEDER, Peter H.",,C,0,0,0
43-02,,207,728,283,1,41,"State Representative, Dist 43",,103,"(D) ELI, Stacelynn K.M.",,C,38,24,47
43-02,,207,728,283,1,41,"State Representative, Dist 43",,104,"(R) TUPOLA, Andria",,C,49,27,80
43-02,,207,728,283,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,40,22,52
43-02,,207,728,283,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,40,28,72
43-02,,207,728,283,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,36,26,77
43-02,,207,728,283,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,42,24,46
43-02,,207,728,283,1,60,"Mayor, City and County of Honolulu",,152,"CALDWELL, Kirk",,C,51,36,68
43-02,,207,728,283,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,41,16,61
43-02,,207,728,283,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,72,41,102
43-02,,207,728,283,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,10,8,23
43-02,,207,728,283,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,53,25,68
43-02,,207,728,283,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,33,27,59
43-02,,207,728,283,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,34,19,52
43-02,,207,728,283,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,50,30,74
43-02,,207,728,283,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,192,NO,,C,11,7,23
43-02,,207,728,283,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,78,43,107
43-02,,207,728,283,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,20,10,35
43-02,,207,728,283,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,65,41,92
43-02,,207,728,283,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,22,10,39
43-02,,207,728,283,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,197,YES,,C,67,41,89
43-02,,207,728,283,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,198,NO,,C,26,9,35
43-02,,207,728,283,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,199,YES,,C,62,42,88
43-02,,207,728,283,1,84,HONOLULU: Affordable Housing Fund,,200,NO,,C,16,4,16
43-02,,207,728,283,1,84,HONOLULU: Affordable Housing Fund,,201,YES,,C,74,47,111
43-02,,207,728,283,1,85,HONOLULU: City Infrastructure Long Term Plans,,202,NO,,C,7,4,11
43-02,,207,728,283,1,85,HONOLULU: City Infrastructure Long Term Plans,,203,YES,,C,82,46,113
43-02,,207,728,283,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,204,NO,,C,28,13,22
43-02,,207,728,283,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,205,YES,,C,59,38,102
43-02,,207,728,283,1,87,HONOLULU: Department of Land Management,,206,NO,,C,32,15,33
43-02,,207,728,283,1,87,HONOLULU: Department of Land Management,,207,YES,,C,55,36,92
43-02,,207,728,283,1,88,HONOLULU: Honolulu Zoo Fund,,208,NO,,C,35,15,51
43-02,,207,728,283,1,88,HONOLULU: Honolulu Zoo Fund,,209,YES,,C,54,36,75
43-02,,207,728,283,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,210,NO,,C,44,25,57
43-02,,207,728,283,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,211,YES,,C,41,25,67
43-02,,207,728,283,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,212,NO,,C,23,7,23
43-02,,207,728,283,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,213,YES,,C,62,44,103
43-02,,207,728,283,1,91,HONOLULU: Review of Boards and Commissions,,214,NO,,C,6,4,23
43-02,,207,728,283,1,91,HONOLULU: Review of Boards and Commissions,,215,YES,,C,83,47,105
43-02,,207,728,283,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,216,NO,,C,38,22,47
43-02,,207,728,283,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,217,YES,,C,51,28,75
43-02,,207,728,283,1,93,HONOLULU: Special Election Time Extension,,218,NO,,C,43,20,49
43-02,,207,728,283,1,93,HONOLULU: Special Election Time Extension,,219,YES,,C,44,31,77
43-02,,207,728,283,1,94,HONOLULU: Term Limits for City Offices,,220,NO,,C,47,25,63
43-02,,207,728,283,1,94,HONOLULU: Term Limits for City Offices,,221,YES,,C,40,26,64
43-02,,207,728,283,1,95,HONOLULU: Departmental Design and Construction Projects,,222,NO,,C,19,18,26
43-02,,207,728,283,1,95,HONOLULU: Departmental Design and Construction Projects,,223,YES,,C,67,32,100
43-02,,207,728,283,1,96,HONOLULU: Signing Delegation by Mayor,,224,NO,,C,46,29,74
43-02,,207,728,283,1,96,HONOLULU: Signing Delegation by Mayor,,225,YES,,C,43,22,55
43-02,,207,728,283,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,226,NO,,C,17,9,23
43-02,,207,728,283,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,227,YES,,C,71,42,105
43-02,,207,728,283,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,228,NO,,C,43,22,58
43-02,,207,728,283,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,229,YES,,C,39,28,64
43-02,,207,728,283,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,230,NO,,C,7,2,16
43-02,,207,728,283,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,231,YES,,C,69,48,107
43-03,,208,1739,873,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,3,2,9
43-03,,208,1739,873,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,5,4,12
43-03,,208,1739,873,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,109,102,171
43-03,,208,1739,873,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,164,97,183
43-03,,208,1739,873,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,3,2,3
43-03,,208,1739,873,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,1,2,2
43-03,,208,1739,873,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,2,10,13
43-03,,208,1739,873,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,172,107,210
43-03,,208,1739,873,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,6,4,8
43-03,,208,1739,873,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,88,77,134
43-03,,208,1739,873,1,3,"U.S. Representative, Dist I",,11,"(D) HANABUSA, Colleen Wakako",,C,160,114,194
43-03,,208,1739,873,1,3,"U.S. Representative, Dist I",,12,"(L) YIM, Alan J.K.",,C,7,8,12
43-03,,208,1739,873,1,3,"U.S. Representative, Dist I",,13,"(N) GRIFFIN, Calvin (G)",,C,7,6,12
43-03,,208,1739,873,1,3,"U.S. Representative, Dist I",,14,"(R) OSTROV, Shirlene D. (Shirl)",,C,102,71,143
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,15,"(D) CROSS, Peter",,C,3,5,14
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,16,"(D) HANABUSA, Colleen Wakako",,C,144,88,163
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,17,"(D) KIM, Howard",,C,7,10,4
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,18,"(L) YIM, Alan J.K.",,C,9,9,6
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,19,"(N) GRIFFIN, Calvin C. (G)",,C,6,3,10
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,20,"(N) PERRY, Yvonne",,C,2,0,1
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,21,"(R) OSTROV, Shirlene DelaCruz",,C,92,66,140
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,22,"(D) KAAIHUE, Angela Aulani",,C,6,11,15
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,23,"(D) OCASIO, Javier",,C,2,2,1
43-03,,208,1739,873,1,4,"U.S. Representative, Dist I Vacancy",,24,"(N) PLOTZENEDER, Peter H.",,C,1,0,1
43-03,,208,1739,873,1,41,"State Representative, Dist 43",,103,"(D) ELI, Stacelynn K.M.",,C,109,84,132
43-03,,208,1739,873,1,41,"State Representative, Dist 43",,104,"(R) TUPOLA, Andria",,C,152,116,225
43-03,,208,1739,873,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,125,103,197
43-03,,208,1739,873,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,88,67,114
43-03,,208,1739,873,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,124,98,161
43-03,,208,1739,873,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,69,64,135
43-03,,208,1739,873,1,60,"Mayor, City and County of Honolulu",,152,"CALDWELL, Kirk",,C,155,103,169
43-03,,208,1739,873,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,122,96,194
43-03,,208,1739,873,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,181,127,237
43-03,,208,1739,873,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,49,48,83
43-03,,208,1739,873,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,104,83,167
43-03,,208,1739,873,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,144,102,176
43-03,,208,1739,873,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,98,79,164
43-03,,208,1739,873,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,134,96,170
43-03,,208,1739,873,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,192,NO,,C,34,32,73
43-03,,208,1739,873,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,225,159,285
43-03,,208,1739,873,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,84,62,148
43-03,,208,1739,873,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,169,126,209
43-03,,208,1739,873,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,57,57,130
